Date,Routine ID,Exercise ID,Exercise Name,Sets Completed,Reps,Weight (kg),Notes
1970-01-01,imported_hevy,17_sep_2025,_06:07,"17 Sep 2025, 06:07",34,"0;1;2;3;0;1;2;3;0;1;2;0;1;0;1;2;3;4;5;6;0;1;2;3;0;1;2;0;1;2;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,10_sep_2025,_06:08,"10 Sep 2025, 06:08",33,"0;1;2;3;0;1;2;0;1;2;0;1;2;0;1;2;3;4;5;0;1;2;3;0;1;2;0;1;2;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,3_sep_2025,_05:58,"3 Sep 2025, 05:58",37,"0;1;2;3;0;1;2;0;1;2;0;1;2;0;1;2;3;4;5;0;1;2;3;0;1;2;3;0;1;2;0;1;2;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,27_aug_2025,_06:03,"27 Aug 2025, 06:03",35,"0;1;2;3;0;1;2;0;1;2;0;1;2;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;0;1;2","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,20_aug_2025,_06:06,"20 Aug 2025, 06:06",42,"0;1;2;3;0;1;2;0;1;2;0;1;2;0;1;2;3;4;0;1;2;3;4;0;1;2;3;0;1;2;0;1;2;3;4;5;0;1;2;0;1;2","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,13_aug_2025,_06:07,"13 Aug 2025, 06:07",41,"0;1;2;3;0;1;2;0;1;2;0;1;2;3;0;1;2;0;1;2;3;4;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,6_aug_2025,_06:07,"6 Aug 2025, 06:07",55,"0;1;2;3;0;1;2;3;4;0;1;2;0;1;2;0;1;2;3;4;5;0;1;2;3;4;0;1;2;3;4;5;6;7;8;9;10;11;0;1;2;3;4;5;0;1;2;3;0;1;2;3;0;1;2","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,30_jul_2025,_06:04,"30 Jul 2025, 06:04",40,"0;1;2;3;0;1;2;0;1;2;3;0;1;2;0;1;2;3;0;1;2;3;4;5;6;7;8;9;0;1;2;0;1;2;0;1;2;3;4;0","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,23_jul_2025,_08:27,"23 Jul 2025, 08:27",44,"0;1;2;3;0;1;2;0;1;2;3;4;5;0;1;2;3;0;1;2;3;4;5;0;1;2;3;4;5;6;7;0;1;2;3;0;1;2;3;0;1;2;3;0","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,19_jul_2025,_08:14,"19 Jul 2025, 08:14",42,"0;1;2;3;0;1;2;3;0;1;2;0;1;2;3;0;1;2;3;4;5;0;1;2;0;1;2;3;0;1;2;0;1;2;3;4;0;1;2;0;1;2","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,9_jul_2025,_04:37,"9 Jul 2025, 04:37",57,"0;1;2;3;0;1;2;3;0;1;2;3;4;0;1;2;3;4;5;6;7;8;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;0;1;2;3;4;5;6;7;0;1;2;3;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,2_jul_2025,_02:36,"2 Jul 2025, 02:36",47,"0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;4;5;6;7;0;1;2;3;4;5;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;4;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,25_jun_2025,_02:14,"25 Jun 2025, 02:14",58,"0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;4;5;6;7;0;1;2;3;4;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;4;5;6;7;8;0;1;2;3;0;1;2;3;4;0;1;2","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,18_jun_2025,_02:55,"18 Jun 2025, 02:55",66,"0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;4;5;6;7;8;9;10;11;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;4;5;6;7;0;1;2;0;1;2;3;4;0;1;2;3;4;5;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,11_jun_2025,_01:28,"11 Jun 2025, 01:28",55,"0;1;2;3;4;5;6;7;8;9;10;0;1;2;3;4;0;1;2;3;0;1;2;3;0;1;2;0;1;2;0;1;2;3;0;1;2;0;1;2;3;4;5;6;7;8;0;1;2;3;4;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,4_jun_2025,_06:00,"4 Jun 2025, 06:00",66,"0;1;2;3;4;5;6;7;8;0;1;2;3;4;0;1;2;0;1;2;3;0;1;2;0;1;2;0;1;2;3;4;5;0;1;2;3;4;5;6;7;0;1;2;3;4;5;6;0;1;2;3;0;1;2;3;4;5;0;1;2;3;4;5;6;7","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,24_may_2025,_08:57,"24 May 2025, 08:57",32,"0;1;2;3;4;5;6;0;1;2;3;0;1;2;0;1;2;3;0;1;2;0;1;2;0;1;2;0;1;2;3;4","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,14_may_2025,_01:54,"14 May 2025, 01:54",54,"0;1;2;3;4;5;6;7;0;1;2;3;0;1;2;0;1;2;3;0;1;2;0;1;2;0;1;2;0;1;2;0;1;2;3;4;5;6;7;0;1;2;0;1;2;3;4;5;6;7;8;9;10;11","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,7_may_2025,_02:24,"7 May 2025, 02:24",46,"0;1;2;3;4;5;6;7;8;0;1;2;3;0;1;2;0;1;2;0;1;2;3;4;5;6;7;8;0;1;2;0;1;2;0;1;0;1;0;1;2;3;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,30_apr_2025,_02:44,"30 Apr 2025, 02:44",50,"0;1;2;3;4;5;6;7;0;1;2;3;4;0;1;2;3;0;1;2;3;0;1;2;0;1;2;0;1;2;3;0;1;2;0;1;2;3;4;5;6;7;8;9;10;11;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,23_apr_2025,_01:58,"23 Apr 2025, 01:58",60,"0;1;2;3;4;5;6;7;8;0;1;2;3;4;0;1;2;3;0;1;2;0;1;2;3;0;1;2;3;0;1;2;0;1;2;0;1;2;3;4;5;0;1;2;3;0;1;2;3;4;0;1;2;3;4;5;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,16_apr_2025,_02:30,"16 Apr 2025, 02:30",68,"0;1;2;3;4;5;6;7;8;9;10;11;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;4;5;6;7;8;0;1;2;3;0;1;2;0;1;2;0;1;2;3;4;5;0;1;2;3;0;1;2;0;1;2;3;4;5;6;7;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,22_nov_2025,_08:08,"22 Nov 2025, 08:08",28,"0;1;2;3;4;5;6;7;0;1;2;0;1;2;3;0;1;2;3;0;1;2;0;1;2;0;1;2","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,15_nov_2025,_08:08,"15 Nov 2025, 08:08",11,"0;1;2;3;4;5;6;7;0;1;2","0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,8_nov_2025,_08:03,"8 Nov 2025, 08:03",34,"0;1;2;3;4;5;6;7;8;0;1;2;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;0;1;2","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,2_nov_2025,_08:06,"2 Nov 2025, 08:06",24,"0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,1_nov_2025,_08:12,"1 Nov 2025, 08:12",16,"0;1;2;3;4;5;0;1;2;0;1;2;3;0;1;2","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,25_oct_2025,_08:07,"25 Oct 2025, 08:07",31,"0;1;2;3;4;5;6;0;1;2;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;0;1;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,18_oct_2025,_08:12,"18 Oct 2025, 08:12",30,"0;1;2;0;1;2;3;4;5;6;0;1;2;3;0;1;2;0;1;2;3;0;1;2;0;1;2;0;1;2","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,11_oct_2025,_08:09,"11 Oct 2025, 08:09",31,"0;1;0;1;2;3;4;5;6;7;0;1;2;0;1;2;0;1;2;3;4;0;1;2;3;0;1;2;0;1;2","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,4_oct_2025,_08:07,"4 Oct 2025, 08:07",38,"0;1;0;1;2;3;4;5;6;0;1;2;0;1;2;0;1;2;0;1;2;3;4;0;1;2;3;4;0;1;2;0;1;2;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,27_sep_2025,_08:16,"27 Sep 2025, 08:16",37,"0;1;2;0;1;2;3;4;5;6;0;1;2;0;1;2;0;1;2;3;4;5;6;0;1;2;3;0;1;2;3;0;1;2;0;1;0","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,13_sep_2025,_08:14,"13 Sep 2025, 08:14",38,"0;1;2;0;1;2;3;0;1;2;0;1;2;0;1;2;3;4;5;6;7;0;1;2;3;0;1;2;3;0;1;2;0;1;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,6_sep_2025,_08:13,"6 Sep 2025, 08:13",31,"0;1;2;0;1;2;0;1;2;0;1;2;3;0;1;2;3;4;0;1;2;3;0;1;2;0;1;2;0;1;2","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,30_aug_2025,_08:06,"30 Aug 2025, 08:06",36,"0;1;2;3;0;1;2;0;1;2;0;1;2;0;1;2;3;4;0;1;2;3;0;1;2;0;1;2;0;1;2;3;0;1;2;0","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,23_aug_2025,_08:05,"23 Aug 2025, 08:05",43,"0;1;2;3;0;1;2;3;0;1;2;0;1;2;0;1;2;3;4;5;6;0;1;2;3;0;1;2;0;1;2;0;1;2;3;0;1;2;3;0;1;2;0","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,16_aug_2025,_08:06,"16 Aug 2025, 08:06",53,"0;1;2;3;0;1;2;3;0;1;2;0;1;2;3;0;1;2;3;4;5;6;0;1;2;3;4;5;0;1;2;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;4;0;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,9_aug_2025,_08:07,"9 Aug 2025, 08:07",45,"0;1;2;3;4;0;1;2;3;4;5;0;1;2;3;0;1;2;0;1;2;3;0;1;2;3;4;5;0;1;2;3;0;1;2;0;1;2;0;1;2;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,2_aug_2025,_08:05,"2 Aug 2025, 08:05",52,"0;1;2;3;4;0;1;2;3;4;0;1;2;0;1;2;0;1;2;3;4;0;1;2;3;4;5;0;1;2;3;0;1;2;3;0;1;2;3;4;0;1;2;3;0;1;2;3;0;1;0;0","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,26_jul_2025,_08:07,"26 Jul 2025, 08:07",45,"0;1;2;3;0;1;2;3;4;0;1;2;3;0;1;2;0;1;2;3;4;0;1;2;3;4;0;1;2;3;0;1;2;3;0;1;2;0;1;2;0;1;2;3;0","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,12_jul_2025,_04:26,"12 Jul 2025, 04:26",54,"0;1;2;3;4;0;1;2;3;4;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;4;5;6;7;0;1;2;3;0;1;2;3;4","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,5_jul_2025,_04:32,"5 Jul 2025, 04:32",59,"0;1;2;3;0;1;2;0;1;2;3;0;1;2;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;4;5;6;7;8;0;1;2;0;1;2;3;4;5;0;1;2","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,28_jun_2025,_02:38,"28 Jun 2025, 02:38",60,"0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;4;5;6;7;0;1;2;3;4;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;4;5;6;7;8;0;1;2;0;0;1;2;3;4;5","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,14_jun_2025,_02:16,"14 Jun 2025, 02:16",74,"0;1;2;3;0;1;2;3;4;5;0;1;2;3;0;1;2;3;4;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;0;1;2;3;4;5;6;7;8;0;1;2;3;4;5;6;0;1;2;3;0;1;2;3;4;5;6;0;1;2;3;4;5;6;7","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,7_jun_2025,_02:07,"7 Jun 2025, 02:07",63,"0;1;2;3;4;5;6;7;0;1;2;3;4;5;0;1;2;3;0;1;2;3;4;0;1;2;3;0;1;2;3;0;1;2;3;4;5;0;1;2;0;1;2;3;4;0;1;2;3;4;5;6;7;8;9;0;1;2;3;0;1;2;3","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
1970-01-01,imported_hevy,31_may_2025,_03:08,"31 May 2025, 03:08",53,"0;1;2;3;4;5;6;0;1;2;3;4;0;1;2;3;0;1;2;3;4;0;1;2;0;1;2;0;1;2;0;1;2;0;1;2;3;4;5;6;7;8;9;10;11;0;1;2;0;1;2;3;4","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Imported from Hevy"
